case_id,date,time,zone,reportareadesc,neighborhddesc,locdesc,officer,emunit,emdivision,emsection,emshift,race,sex,age,timedisp,timearrive,timeclear,geox,geoy,addtime,ncodedesc,dispdesc,streetdir,street,city,state,zip,reccount,month,year
342112199850,2021-12-02,14:23:00,3423.0,135,POINSETTIA HEIGHTS CIVIC ASSOC,,46142,OPB,OPSB,PATR,FL03,,,,1437.0,1441.0,1503.0,94454038,66201775,2021-12-02T15:17:54.000,40-VANDALISM/MALICIO,,NE,NE 19TH ST,FORT LAUDERDALE,FL,33305,1,12,2021
342112199813,2021-12-02,13:22:00,3472.0,318,CROISSANT PARK CIVIC ASSOC,,42722,OPB,OPSD,PATR,FL02,,,,1324.0,1338.0,1513.0,93619531,64058119,2021-12-02T15:22:55.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SW,SW 4TH AV,FORT LAUDERDALE,FL,33315,1,12,2021
342112199725,2021-12-02,10:22:00,3420.0,218,FLAGLER VILLAGE CIVIC ASSOC,,41819,OPS,PATR,PATR,FL01,,,,1113.0,,1119.0,93805444,65456425,2021-12-02T11:21:06.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,NE,NE 3RD AV,FORT LAUDERDALE,FL,33304,1,12,2021
342112199670,2021-12-02,08:35:00,3420.0,218,FLAGLER VILLAGE CIVIC ASSOC,,41838,OPB,PATR,PATR,FL01,,,,837.0,844.0,902.0,93805500,65455131,2021-12-02T09:05:32.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NE,NE 3RD AV,FORT LAUDERDALE,FL,33304,1,12,2021
342112199588,2021-12-02,05:08:00,3440.0,220,DORSEY-RIVERBEND HOA,,44907,OPB,OPSB,TRNG,FL01,,,,509.0,511.0,552.0,93272169,65256100,2021-12-02T05:59:55.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,NW,NW 11TH TER,FORT LAUDERDALE,FL,33311,1,12,2021
342112199363,2021-12-01,18:11:00,3450.0,212,SOUTH MIDDLE RIVER CIVIC ASSOC,,43431,OPB,PATR,PATR,FL02,,,,1846.0,1846.0,1933.0,93713488,65957325,2021-12-01T19:35:31.000,40-VANDALISM/MALICIO,I-NO POLICE RESPONSE TO NON-EMERGENCY CALL,NE,NE 1ST AV,FORT LAUDERDALE,FL,33304,1,12,2021
342112199355,2021-12-01,17:55:00,3450.0,206,SOUTH MIDDLE RIVER CIVIC ASSOC,,43431,OPB,PATR,PATR,FL02,,,,1829.0,1830.0,1845.0,93702156,66050688,2021-12-01T18:55:11.000,40-VANDALISM/MALICIO,I-NO POLICE RESPONSE TO NON-EMERGENCY CALL,NE,NE 16TH CT,FORT LAUDERDALE,FL,33305,1,12,2021
342112199319,2021-12-01,16:47:00,3471.0,320,HARBORDALE CIVIC ASSOC,,42016,OPB,PATR,PATR,FL02,,,,1713.0,1717.0,1840.0,94082038,64204388,2021-12-01T18:50:10.000,40-VANDALISM/MALICIO,SUPPLEMENT,SE,SE 10TH AV,FORT LAUDERDALE,FL,33316,1,12,2021
342112199283,2021-12-01,15:47:00,3450.0,212,SOUTH MIDDLE RIVER CIVIC ASSOC,,42743,OPB,PATR,PATR,FL03,,,,1632.0,1633.0,1835.0,93713488,65957325,2021-12-01T18:50:10.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NE,NE 1ST AV,FORT LAUDERDALE,FL,33304,1,12,2021
342112199085,2021-12-01,09:41:00,3471.0,320,HARBORDALE CIVIC ASSOC,,42226,OPB,PATR,PATR,FL01,,,,943.0,954.0,1426.0,94082038,64204388,2021-12-01T14:38:19.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SE,SE 10TH AV,FORT LAUDERDALE,FL,33316,1,12,2021
342111198874,2021-11-30,22:07:00,3421.0,143,VICTORIA PARK CIVIC ASSOC,,45447,OPB,OPSB,TRNG,FL01,,,,2210.0,2212.0,2332.0,94498538,65601081,2021-11-30T23:40:15.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NE,NE 20TH AV,FORT LAUDERDALE,FL,33304,1,11,2021
342111198791,2021-11-30,18:29:00,3425.0,138,CORAL RIDGE ASSOCIATION,,42262,OPB,PATR,PATR,FL03,,,,1836.0,1842.0,2040.0,94722456,65682788,2021-11-30T20:49:33.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,E,E SUNRISE BLVD,FORT LAUDERDALE,FL,33304,1,11,2021
342111198748,2021-11-30,17:04:00,3471.0,320,,GREAT CLIPS,46307,OPB,OPSB,TRNG,FL01,,,,1726.0,1734.0,1823.0,94147581,64229113,2021-11-30T18:34:07.000,40-VANDALISM/MALICIO,,,CORDOVA RD,FORT LAUDERDALE,FL,33316,1,11,2021
342111198722,2021-11-30,16:09:00,3424.0,207,MIDDLE RIVER TERR NEIGHBOR,HOUSE,42262,OPB,PATR,PATR,FL03,,,,1816.0,1818.0,1836.0,93961431,66136863,2021-11-30T18:49:12.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,NE,NE 17TH CT,FORT LAUDERDALE,FL,33305,1,11,2021
342111198669,2021-11-30,15:00:00,3422.0,140,LAKE RIDGE RESIDENTS ASSOC,,41968,OPB,PATR,PATR,FL03,,,,1501.0,1504.0,1602.0,94266344,65658106,2021-11-30T17:18:38.000,40-VANDALISM/MALICIO,,E,E SUNRISE BLVD,FORT LAUDERDALE,FL,33304,1,11,2021
342111198546,2021-11-30,11:40:00,3450.0,212,SOUTH MIDDLE RIVER CIVIC ASSOC,,0,,,,,,,,1151.0,1203.0,1303.0,93809413,65843031,2021-11-30T13:16:25.000,40-VANDALISM/MALICIO,,NE,NE 4TH AV,FORT LAUDERDALE,FL,33304,1,11,2021
342111198544,2021-11-30,11:38:00,3412.0,303,CENTRAL BEACH ALLIANCE,,42282,OPS,PATR,PATR,FL03,,,,1140.0,1140.0,,94954994,65007113,2021-11-30T13:06:21.000,40-VANDALISM/MALICIO,,,E LAS OLAS BLVD/SEABREEZE BLVD,FORT LAUDERDALE,FL,33316,1,11,2021
342111198473,2021-11-30,09:45:00,3411.0,139,CENTRAL BEACH ALLIANCE,,41819,OPS,PATR,PATR,FL01,,,,947.0,947.0,1004.0,95057650,65813906,2021-11-30T10:09:14.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,N,N FT LAUDERDALE BCH BLVD,FORT LAUDERDALE,FL,33304,1,11,2021
342111198168,2021-11-29,18:31:00,3463.0,154,PALM AIRE VILLAGE WEST,,42134,OPB,PATR,PATR,FL02,,,,1835.0,1912.0,2034.0,92193975,68104069,2021-11-29T20:43:41.000,40-VANDALISM/MALICIO,SAME AS,NW,NW 66TH ST,FORT LAUDERDALE,FL,33309,1,11,2021
342111198016,2021-11-29,13:21:00,3475.0,306,DOWNTOWN FORT LAUDERDALE CIVIC ASSOC,,43764,OPB,PATR,PATR,FL03,,,,1323.0,1333.0,1518.0,93769925,64831325,2021-11-29T15:37:35.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SE,SE 6TH ST,FORT LAUDERDALE,FL,33301,1,11,2021
342111197881,2021-11-29,09:42:00,3471.0,313,HARBORDALE CIVIC ASSOC,,41821,OPS,PATR,PATR,FL01,,,,942.0,953.0,1021.0,94030394,64355600,2021-11-29T10:40:54.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,S,S MIAMI RD,FORT LAUDERDALE,FL,33316,1,11,2021
342111197860,2021-11-29,09:16:00,3410.0,128,GALT MILE COMMUNITY ASSOC,,41838,OPB,PATR,PATR,FL01,,,,918.0,934.0,1010.0,95070400,66832906,2021-11-29T10:30:52.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NE,NE 33RD AV,FORT LAUDERDALE,FL,33308,1,11,2021
342111197664,2021-11-28,21:38:00,3494.0,329,MELROSE PARK,,44909,OPB,OPSB,TRNG,FL01,,,,2228.0,2247.0,11.0,92265488,65027713,2021-11-29T00:19:09.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,,AUBURN BLVD,FORT LAUDERDALE,FL,33312,1,11,2021
342111197454,2021-11-28,15:24:00,3471.0,319,POINCIANA PARK CIVIC ASSOC,,45027,OPB,PATR,PATR,FL03,,,,1527.0,1534.0,1722.0,93952925,64034488,2021-11-28T17:27:44.000,40-VANDALISM/MALICIO,,,S FEDERAL HWY/SE 24TH ST,FORT LAUDERDALE,FL,33316,1,11,2021
342111197448,2021-11-28,15:14:00,3490.0,226,RIVERSIDE PARK RESIDENTS ASSOC,,45854,OPB,OPSB,PATR,FL03,,,,1524.0,1524.0,1544.0,92990013,65048644,2021-11-28T15:47:13.000,40-VANDALISM/MALICIO,R-REFER TO OTHER AGENCY,SW,SW 18TH AV,FORT LAUDERDALE,FL,33312,1,11,2021
342111197427,2021-11-28,14:35:00,3494.0,328,MELROSE PARK,,45854,OPB,OPSB,PATR,FL03,,,,1505.0,1510.0,1514.0,92063544,65052231,2021-11-28T15:17:07.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,,W BROWARD BLVD/NW 35TH AV,FORT LAUDERDALE,FL,33312,1,11,2021
342111197399,2021-11-28,13:58:00,3425.0,144,CORAL RIDGE ASSOCIATION,1056 AT   200 S BIRCH RD,44685,OPB,PATR,PATR,FL01,,,,1402.0,1442.0,1643.0,94651881,65679544,2021-11-28T16:47:38.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,E,E SUNRISE BLVD,FORT LAUDERDALE,FL,33304,1,11,2021
342111197300,2021-11-28,10:23:00,3450.0,212,SOUTH MIDDLE RIVER CIVIC ASSOC,,42091,OPB,PATR,PATR,FL03,,,,1026.0,1038.0,1208.0,93559744,65893094,2021-11-28T12:11:04.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 4TH AV,FORT LAUDERDALE,FL,33311,1,11,2021
342111197280,2021-11-28,09:29:00,3452.0,209,DILLARD PARK HOA,,42731,OPB,PATR,PATR,FL03,,,,931.0,959.0,1125.0,92782619,65804075,2021-11-28T11:31:00.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 13TH ST,FORT LAUDERDALE,FL,33311,1,11,2021
342111197165,2021-11-28,02:58:00,3490.0,226,RIVERSIDE PARK RESIDENTS ASSOC,,45126,OPB,PATR,TRNG,FL01,,,,300.0,302.0,335.0,92990013,65048644,2021-11-28T03:43:57.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SW,SW 18TH AV,FORT LAUDERDALE,FL,33312,1,11,2021
342111196878,2021-11-27,16:53:00,3412.0,303,CENTRAL BEACH ALLIANCE,,44685,OPB,PATR,PATR,FL01,,,,1655.0,1656.0,1658.0,95021713,65184550,2021-11-27T17:02:06.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,,SEBASTIAN ST/N FT LAUDERDALE BCH BLVD,FORT LAUDERDALE,FL,33316,1,11,2021
342111196604,2021-11-27,05:02:00,3420.0,223,FLAGLER VILLAGE CIVIC ASSOC,,45529,OPB,OPSB,TRNG,FL01,,,,537.0,544.0,633.0,93687981,65211581,2021-11-27T06:40:06.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 1ST AV,FORT LAUDERDALE,FL,33301,1,11,2021
342111196592,2021-11-27,04:18:00,3431.0,153,,,45633,OPB,OPSB,TRNG,FL01,,,,418.0,418.0,518.0,93908206,68062625,2021-11-27T05:25:00.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,NE,NE 62ND ST,FORT LAUDERDALE,FL,33334,1,11,2021
342111196581,2021-11-27,03:51:00,3451.0,211,LAUDERDALE MANORS HOA,,44809,OPB,PATR,PATR,FL02,,,,351.0,355.0,412.0,93127069,65621613,2021-11-27T04:19:55.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,W,W SUNRISE BLVD,FORT LAUDERDALE,FL,33311,1,11,2021
342111196478,2021-11-26,22:22:00,3475.0,305,TARPON RIVER CIVIC ASSOC,,42069,OPB,PATR,PATR,FL03,,,,2224.0,2232.0,2249.0,93692075,64943456,2021-11-26T22:52:31.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,SW,SW 1ST AV,FORT LAUDERDALE,FL,33301,1,11,2021
342111196208,2021-11-26,13:38:00,3475.0,305,TARPON RIVER CIVIC ASSOC,,44917,OPB,OPSB,TRNG,FL01,,,,1410.0,1413.0,1503.0,93602213,64696494,2021-11-26T15:06:24.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SW,SW 4TH AV,FORT LAUDERDALE,FL,33315,1,11,2021
342111196111,2021-11-26,09:50:00,3425.0,133,POINSETTIA HEIGHTS CIVIC ASSOC,,42065,OPS,PATR,PATR,CHAR,,,,951.0,954.0,1033.0,94567738,66401144,2021-11-26T10:35:38.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,N,N FEDERAL HWY,FORT LAUDERDALE,FL,33305,1,11,2021
342111196092,2021-11-26,08:50:00,3441.0,214,RIVER GARDEN SWEETING ESTATE,,44892,OPB,OPSB,PATR,FL01,,,,909.0,919.0,1100.0,92837538,65346238,2021-11-26T11:05:43.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 6TH ST,FORT LAUDERDALE,FL,33311,1,11,2021
342111195899,2021-11-25,21:34:00,3440.0,220,DORSEY-RIVERBEND HOA,,44784,OPB,PATR,PATR,FL03,,,,2135.0,2139.0,2240.0,93295963,65293119,2021-11-25T22:49:33.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 5TH ST,FORT LAUDERDALE,FL,33311,1,11,2021
342111195862,2021-11-25,19:38:00,3491.0,224,MELROSE MANORS HOA,APT,42967,OPB,PATR,PATR,FL01,,,,1939.0,1943.0,2140.0,92546169,65011344,2021-11-25T21:49:22.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SW,SW 2ND ST,FORT LAUDERDALE,FL,33312,1,11,2021
342111195339,2021-11-24,17:00:00,3420.0,218,FLAGLER VILLAGE CIVIC ASSOC,,42291,OPB,PATR,PATR,FL02,,,,1702.0,1703.0,2206.0,93865881,65469569,2021-11-25T12:29:35.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NE,NE 5TH AV,FORT LAUDERDALE,FL,33304,1,11,2021
342111195298,2021-11-24,15:32:00,3442.0,216,PROGRESSO VILLAGE,,46235,OPB,OPSB,TRNG,FL01,,,,1533.0,1539.0,1858.0,93638644,65452731,2021-11-25T12:29:20.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 2ND AV,FORT LAUDERDALE,FL,33311,1,11,2021
342111195245,2021-11-24,13:37:00,3425.0,133,,,42071,OPB,PATR,PATR,FL02,,,,1337.0,1359.0,1519.0,94571000,66405838,2021-11-25T12:28:59.000,40-VANDALISM/MALICIO,,N,N FEDERAL HWY,FORT LAUDERDALE,FL,33305,1,11,2021
342111194970,2021-11-23,22:02:00,3412.0,302,CENTRAL BEACH ALLIANCE,,41932,OPB,PATR,PATR,FL03,,,,2207.0,2211.0,2326.0,94986606,65412550,2021-11-23T23:35:10.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,,BREAKERS AV,FORT LAUDERDALE,FL,33304,1,11,2021
342111194929,2021-11-23,20:26:00,3475.0,304,TARPON RIVER CIVIC ASSOC,,44213,OPB,PATR,PATR,FL01,,,,2049.0,2221.0,2233.0,93464950,64662738,2021-11-23T22:40:01.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,SW,SW 10TH ST,FORT LAUDERDALE,FL,33315,1,11,2021
342111194748,2021-11-23,15:28:00,3440.0,220,DORSEY-RIVERBEND HOA,,42729,OPB,PATR,PATR,FL03,,,,1711.0,1726.0,1759.0,93184794,65222419,2021-11-23T18:04:13.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 4TH ST,FORT LAUDERDALE,FL,33311,1,11,2021
342111194712,2021-11-23,14:21:00,3452.0,202,LAKE AIRE PAM VIEW HOA,,44905,OPB,OPSB,TRNG,FL01,,,,1718.0,1718.0,1758.0,92416919,66136013,2021-11-23T18:04:13.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 19TH ST,FORT LAUDERDALE,FL,33311,1,11,2021
342111194648,2021-11-23,12:19:00,3410.0,128,GALT MILE COMMUNITY ASSOC,,41838,OPB,PATR,PATR,FL01,,,,1220.0,1237.0,1404.0,95081125,66789869,2021-11-23T14:13:01.000,40-VANDALISM/MALICIO,,NE,NE 32ND ST,FORT LAUDERDALE,FL,33308,1,11,2021
342111194544,2021-11-23,09:38:00,3471.0,313,HARBORDALE CIVIC ASSOC,,42087,OPS,PATR,PATR,CHAR,,,,941.0,953.0,1123.0,94357231,64421775,2021-11-23T11:25:49.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SE,SE 15TH ST,FORT LAUDERDALE,FL,33316,1,11,2021
342111194435,2021-11-23,03:35:00,3412.0,302,,,45607,OPB,OPSB,PATR,FL01,,,,433.0,435.0,638.0,94926081,65684950,2021-11-23T06:44:03.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,E,E SUNRISE BLVD,FORT LAUDERDALE,FL,33304,1,11,2021
342111194166,2021-11-22,15:39:00,3451.0,204,LAUDERDALE MANORS HOA,,46141,OPB,OPSB,PATR,FL02,,,,1618.0,1648.0,1736.0,93063913,65995350,2021-11-22T17:41:46.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 15TH TER,FORT LAUDERDALE,FL,33311,1,11,2021
342111193977,2021-11-22,10:05:00,3460.0,109,,,41998,OPS,PATR,PATR,FL01,,,,1012.0,1041.0,1220.0,91730131,67494569,2021-11-22T12:28:56.000,40-VANDALISM/MALICIO,WRITTEN REPORT,N,N STATE ROAD 7,FORT LAUDERDALE,FL,33309,1,11,2021
342111193823,2021-11-22,03:36:00,3412.0,303,CENTRAL BEACH ALLIANCE,LAT: <26.119641>  LONG: <,45648,OPB,OPSB,PATR,FL01,,,,338.0,339.0,407.0,94975288,65008706,2021-11-22T04:16:59.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,,ALMOND AV,FORT LAUDERDALE,FL,33316,1,11,2021
342111193557,2021-11-21,17:24:00,3451.0,211,LAUDERDALE MANORS HOA,,41822,OPS,PATR,PATR,FL02,,,,1725.0,1739.0,1911.0,93268550,65749750,2021-11-21T19:25:54.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 11TH PL,FORT LAUDERDALE,FL,33311,1,11,2021
342111193216,2021-11-21,10:05:00,3481.0,228,DOWNTOWN FORT LAUDERDALE CIVIC ASSOC,,45155,OPB,OPSB,TRNG,FL01,,,,106.0,115.0,130.0,93724725,65002044,2021-11-21T01:37:51.000,40-VANDALISM/MALICIO,E-CIVIL MATTER,W,W LAS OLAS BLVD,FORT LAUDERDALE,FL,33301,1,11,2021
342111193079,2021-11-20,19:52:00,3480.0,227,SAILBOAT BEND CIVIC ASSOC,,46121,OPS,OPSB,PATR,FL02,,,,1954.0,1957.0,2051.0,93649006,65034744,2021-11-20T20:55:41.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SW,SW 2ND AV,FORT LAUDERDALE,FL,33301,1,11,2021
342111192966,2021-11-20,16:39:00,3420.0,222,FLAGLER VILLAGE CIVIC ASSOC,,42727,OPB,PATR,PATR,FL02,,,,1640.0,1700.0,1716.0,93916756,65298225,2021-11-20T17:22:51.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,N,N FEDERAL HWY,FORT LAUDERDALE,FL,33301,1,11,2021
342111192812,2021-11-20,11:10:00,3422.0,140,LAKE RIDGE RESIDENTS ASSOC,,41864,OPB,PATR,PATR,FL01,,,,1126.0,1137.0,1244.0,94485331,65727169,2021-11-20T12:54:17.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,N,N FEDERAL HWY,FORT LAUDERDALE,FL,33304,1,11,2021
342111192695,2021-11-20,06:01:00,3471.0,320,HARBORDALE CIVIC ASSOC,,43764,OPB,PATR,PATR,FL03,,,,707.0,716.0,812.0,93974300,64207438,2021-11-20T08:15:41.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SE,SE 19TH ST,FORT LAUDERDALE,FL,33316,1,11,2021
342111192484,2021-11-19,19:30:00,3494.0,329,MELROSE PARK,,46121,OPS,OPSB,PATR,FL02,,,,1943.0,2004.0,2135.0,92099100,64539669,2021-11-19T21:44:27.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,,JACKSON BLVD,FORT LAUDERDALE,FL,33312,1,11,2021
342111192382,2021-11-19,16:13:00,3451.0,211,LAUDERDALE MANORS HOA,,42729,OPB,PATR,PATR,FL03,,,,1653.0,,1721.0,93134850,65753250,2021-11-19T17:28:49.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 12TH ST,FORT LAUDERDALE,FL,33311,1,11,2021
342111192376,2021-11-19,16:05:00,3491.0,224,MELROSE MANORS HOA,,43756,OPB,OPSB,PATR,FL02,,,,1606.0,1614.0,1921.0,92352113,65060669,2021-11-19T19:29:05.000,40-VANDALISM/MALICIO,O-SUPPLEMENT TO CASE,W,W BROWARD BLVD,FORT LAUDERDALE,FL,33312,1,11,2021
342111192271,2021-11-19,13:02:00,3442.0,216,PROGRESSO VILLAGE,,44523,OPB,PATR,PATR,FL01,,,,1304.0,1313.0,1411.0,93638844,65447563,2021-11-19T14:17:00.000,40-VANDALISM/MALICIO,,NW,NW 2ND AV,FORT LAUDERDALE,FL,33311,1,11,2021
342111192223,2021-11-19,11:17:00,3471.0,320,HARBORDALE CIVIC ASSOC,,41955,OPS,PATR,PATR,FL02,,,,1134.0,1155.0,1249.0,93974300,64207438,2021-11-19T12:56:12.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SE,SE 19TH ST,FORT LAUDERDALE,FL,33316,1,11,2021
342111191861,2021-11-18,18:20:00,3480.0,227,SAILBOAT BEND CIVIC ASSOC,,41970,OPS,PATR,PATR,FL02,,,,1822.0,1822.0,1928.0,93367331,65061463,2021-11-18T19:35:28.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SW,SW 9TH TER,FORT LAUDERDALE,FL,33312,1,11,2021
342111191791,2021-11-18,16:42:00,3475.0,305,TARPON RIVER CIVIC ASSOC,,42967,OPB,PATR,PATR,FL01,,,,1801.0,1802.0,1926.0,93594456,64919825,2021-11-18T19:35:28.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SW,SW 4TH AV,FORT LAUDERDALE,FL,33315,1,11,2021
342111191778,2021-11-18,16:22:00,3450.0,206,SOUTH MIDDLE RIVER CIVIC ASSOC,,42729,OPB,PATR,PATR,FL03,,,,1722.0,1731.0,1813.0,93358594,66167694,2021-11-18T18:25:04.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 9TH AV,FORT LAUDERDALE,FL,33311,1,11,2021
342111191730,2021-11-18,15:10:00,3450.0,213,SOUTH MIDDLE RIVER CIVIC ASSOC,,46235,OPB,OPSB,TRNG,FL01,,,,1513.0,1540.0,1545.0,93410044,65624394,2021-11-18T15:59:32.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,,W SUNRISE BLVD/NW 8TH AV,FORT LAUDERDALE,FL,33311,1,11,2021
342111191605,2021-11-18,11:33:00,3480.0,227,SAILBOAT BEND CIVIC ASSOC,,41968,OPB,PATR,PATR,FL03,,,,1135.0,1135.0,1204.0,93367331,65061463,2021-11-18T12:06:23.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,SW,SW 9TH TER,FORT LAUDERDALE,FL,33312,1,11,2021
342111191424,2021-11-18,05:14:00,3490.0,226,RIVERSIDE PARK RESIDENTS ASSOC,,43623,OPB,PATR,PATR,FL03,,,,515.0,516.0,630.0,92947106,64949600,2021-11-18T06:38:17.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,SW,SW 4TH ST,FORT LAUDERDALE,FL,33312,1,11,2021
342111191125,2021-11-17,14:38:00,3475.0,305,TARPON RIVER CIVIC ASSOC,,42017,OPB,PATR,PATR,FL02,,,,1439.0,,1513.0,93690731,64917438,2021-11-17T15:22:24.000,40-VANDALISM/MALICIO,I-NO POLICE RESPONSE TO NON-EMERGENCY CALL,SW,SW 1ST AV,FORT LAUDERDALE,FL,33301,1,11,2021
342111190948,2021-11-17,09:42:00,3440.0,219,DORSEY-RIVERBEND HOA,,41848,OPS,PATR,PATR,FL01,,,,943.0,943.0,944.0,93036088,65284938,2021-11-17T09:49:29.000,40-VANDALISM/MALICIO,B-ASSISTANCE RENDERED,NW,NW 5TH ST,FORT LAUDERDALE,FL,33311,1,11,2021
342111190750,2021-11-16,23:33:00,3412.0,303,CENTRAL BEACH ALLIANCE,,42002,OPB,PATR,PATR,FL03,,,,2333.0,2336.0,37.0,95011744,65120250,2021-11-17T00:40:26.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,S,S FT LAUDERDALE BCH BLVD,FORT LAUDERDALE,FL,33316,1,11,2021
342111190622,2021-11-16,19:08:00,3491.0,225,RIVERLAND CIVIC ASSOC,,44750,OPB,PATR,PATR,FL02,,,,1909.0,1925.0,2050.0,92650944,64785900,2021-11-16T20:59:36.000,40-VANDALISM/MALICIO,NO WRITTEN REPORT,,RIVERLAND DR,FORT LAUDERDALE,FL,33312,1,11,2021
342111190552,2021-11-16,16:59:00,3450.0,212,SOUTH MIDDLE RIVER CIVIC ASSOC,,41822,OPS,PATR,PATR,FL02,,,,1659.0,1700.0,1829.0,93803606,65989263,2021-11-16T18:39:13.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NE,NE 4TH AV,FORT LAUDERDALE,FL,33304,1,11,2021
342111190509,2021-11-16,15:49:00,3462.0,108,,,41822,OPS,PATR,PATR,FL02,,,,1551.0,1634.0,1823.0,93318119,67510013,2021-11-16T18:29:11.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,,NW 9TH AV/W COMMERCIAL BLVD,FORT LAUDERDALE,FL,33309,1,11,2021
342111190501,2021-11-16,15:32:00,3410.0,128,GALT MILE COMMUNITY ASSOC,,42074,OPB,OPSB,MARN,FL01,,,,1538.0,1538.0,1554.0,95032375,66766644,2021-11-16T16:03:35.000,40-VANDALISM/MALICIO,,NE,NE 32ND AV,FORT LAUDERDALE,FL,33308,1,11,2021
342111190367,2021-11-16,11:27:00,3441.0,217,DURRS HOMEOWNERS ASSOC,,0,,,,,,,,1142.0,1145.0,1146.0,93108219,65396694,2021-11-16T12:02:03.000,40-VANDALISM/MALICIO,,NW,NW 15TH AV,FORT LAUDERDALE,FL,33311,1,11,2021
342111190344,2021-11-16,10:43:00,3475.0,305,TARPON RIVER CIVIC ASSOC,,42099,OPB,PATR,PATR,FL03,,,,1044.0,,1044.0,93594456,64919825,2021-11-16T10:56:39.000,40-VANDALISM/MALICIO,I-NO POLICE RESPONSE TO NON-EMERGENCY CALL,SW,SW 4TH AV,FORT LAUDERDALE,FL,33315,1,11,2021
342111190141,2021-11-15,23:11:00,3441.0,217,DURRS HOMEOWNERS ASSOC,,41869,OPB,PATR,PATR,FL02,,,,2312.0,2315.0,2332.0,93153113,65466138,2021-11-15T23:40:20.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,NW,NW 14TH TER,FORT LAUDERDALE,FL,33311,1,11,2021
342111189924,2021-11-15,15:40:00,3491.0,224,MELROSE MANORS HOA,,44804,OPS,PATR,PATR,FL02,,,,1541.0,1545.0,1722.0,92352113,65060669,2021-11-15T17:29:17.000,40-VANDALISM/MALICIO,A-REPORT WRITTEN,W,W BROWARD BLVD,FORT LAUDERDALE,FL,33312,1,11,2021
